city,year,month,time_mean
казань,2024,Август,2023-05-20 15:01:50.548387072
казань,2024,Сентябрь,2023-05-20 12:45:50.400000256
казань,2024,Октябрь,2023-05-20 10:27:21.580645376
казань,2024,Ноябрь,2023-05-20 08:21:08.800000000
казань,2024,Декабрь,2023-05-20 07:12:17.129032192
кызыл,2024,Январь,2023-05-20 09:16:59.129032192
кызыл,2024,Февраль,2023-05-20 09:41:53.827586304
кызыл,2024,Март,2023-05-20 11:58:22.806451968
кызыл,2024,Апрель,2023-05-20 14:18:32.299999744
кызыл,2024,Май,2023-05-20 16:24:08.032258048
кызыл,2024,Июнь,2023-05-20 17:32:28.799999744
кызыл,2024,Июль,2023-05-20 16:55:57.387096832
кызыл,2024,Август,2023-05-20 15:01:50.548387072
кызыл,2024,Сентябрь,2023-05-20 12:45:50.400000256
кызыл,2024,Октябрь,2023-05-20 10:27:21.580645376
кызыл,2024,Ноябрь,2023-05-20 08:21:22.133333248
кызыл,2024,Декабрь,2023-05-20 07:12:17.129032192
абакан,2024,Январь,2023-05-20 07:49:02.064515840
абакан,2024,Февраль,2023-05-20 09:41:53.827586304
абакан,2024,Март,2023-05-20 11:58:13.548387072
абакан,2024,Апрель,2023-05-20 14:18:32.299999744
абакан,2024,Май,2023-05-20 16:24:08.032258048
абакан,2024,Июнь,2023-05-20 17:32:28.799999744
абакан,2024,Июль,2023-05-20 16:55:57.387096832
абакан,2024,Август,2023-05-20 15:01:50.548387072
абакан,2024,Сентябрь,2023-05-20 12:45:50.400000256
абакан,2024,Октябрь,2023-05-20 10:27:21.580645376
абакан,2024,Ноябрь,2023-05-20 08:21:22.133333248
абакан,2024,Декабрь,2023-05-20 07:12:17.129032192
ростов-на-дону,2024,Январь,2023-05-20 07:49:02.064515840
ростов-на-дону,2024,Февраль,2023-05-20 09:41:53.827586304
ростов-на-дону,2024,Март,2023-05-20 11:58:22.806451968
ростов-на-дону,2024,Апрель,2023-05-20 14:18:32.299999744
ростов-на-дону,2024,Май,2023-05-20 16:24:08.032258048
ростов-на-дону,2024,Июнь,2023-05-20 15:55:36.366667008
ростов-на-дону,2024,Июль,2023-05-20 16:55:57.387096832
ростов-на-дону,2024,Август,2023-05-20 14:13:31.096774144
ростов-на-дону,2024,Сентябрь,2023-05-20 12:45:50.400000256
ростов-на-дону,2024,Октябрь,2023-05-20 10:27:21.580645376
ростов-на-дону,2024,Ноябрь,2023-05-20 08:21:22.133333248
ростов-на-дону,2024,Декабрь,2023-05-20 07:12:17.129032192
рязань,2024,Январь,2023-05-20 07:49:02.064515840
рязань,2024,Февраль,2023-05-20 09:41:53.827586304
рязань,2024,Март,2023-05-20 11:58:22.806451968
рязань,2024,Апрель,2023-05-20 14:18:32.299999744
рязань,2024,Май,2023-05-20 16:24:08.032258048
рязань,2024,Июнь,2023-05-20 17:32:28.799999744
рязань,2024,Июль,2023-05-20 16:55:57.387096832
рязань,2024,Август,2023-05-20 15:01:50.548387072
рязань,2024,Сентябрь,2023-05-20 12:44:10.266667264
рязань,2024,Октябрь,2023-05-20 10:27:21.580645376
рязань,2024,Ноябрь,2023-05-20 08:21:22.133333248
рязань,2024,Декабрь,2023-05-20 07:26:04.387096576
самара,2024,Январь,2023-05-20 07:49:02.064515840
самара,2024,Февраль,2023-05-20 09:41:53.827586304
самара,2024,Март,2023-05-20 11:58:22.806451968
самара,2024,Апрель,2023-05-20 14:05:59.766666752
самара,2024,Май,2023-05-20 16:24:08.032258048
самара,2024,Июнь,2023-05-20 17:32:28.799999744
самара,2024,Июль,2023-05-20 16:55:57.387096832
самара,2024,Август,2023-05-20 15:01:50.548387072
самара,2024,Сентябрь,2023-05-20 12:45:50.400000256
самара,2024,Октябрь,2023-05-20 10:27:21.580645376
самара,2024,Ноябрь,2023-05-20 08:21:22.133333248
самара,2024,Декабрь,2023-05-20 07:12:17.129032192
санкт-петербург,2024,Январь,2023-05-20 07:49:02.064515840
санкт-петербург,2024,Февраль,2023-05-20 09:15:30.275862272
санкт-петербург,2024,Март,2023-05-20 11:58:22.806451968
санкт-петербург,2024,Апрель,2023-05-20 14:18:32.299999744
санкт-петербург,2024,Май,2023-05-20 16:24:08.032258048
санкт-петербург,2024,Июнь,2023-05-20 17:32:28.799999744
санкт-петербург,2024,Июль,2023-05-20 16:55:57.387096832
санкт-петербург,2024,Август,2023-05-20 15:01:50.548387072
санкт-петербург,2024,Сентябрь,2023-05-20 12:45:50.400000256
санкт-петербург,2024,Октябрь,2023-05-20 10:27:21.580645376
санкт-петербург,2024,Ноябрь,2023-05-20 07:37:00.233333760
санкт-петербург,2024,Декабрь,2023-05-20 07:12:17.129032192
саратов,2024,Январь,2023-05-20 07:49:02.064515840
саратов,2024,Февраль,2023-05-20 09:41:53.827586304
саратов,2024,Март,2023-05-20 11:58:22.806451968
саратов,2024,Апрель,2023-05-20 14:18:32.299999744
саратов,2024,Май,2023-05-20 16:24:08.032258048
саратов,2024,Июнь,2023-05-20 17:32:28.799999744
саратов,2024,Июль,2023-05-20 16:55:57.387096832
саратов,2024,Август,2023-05-20 15:01:50.548387072
саратов,2024,Сентябрь,2023-05-20 12:45:50.400000256
саратов,2024,Октябрь,2023-05-20 10:27:21.580645376
саратов,2024,Ноябрь,2023-05-20 08:21:22.133333248
саратов,2024,Декабрь,2023-05-20 07:12:17.129032192
южно-сахалинск,2024,Январь,2023-05-20 07:49:02.064515840
южно-сахалинск,2024,Февраль,2023-05-20 09:41:53.827586304
южно-сахалинск,2024,Март,2023-05-20 11:58:22.806451968
южно-сахалинск,2024,Апрель,2023-05-20 14:18:32.299999744
южно-сахалинск,2024,Май,2023-05-20 16:24:08.032258048
южно-сахалинск,2024,Июнь,2023-05-20 17:32:28.799999744
южно-сахалинск,2024,Июль,2023-05-20 16:55:57.387096832
южно-сахалинск,2024,Август,2023-05-20 15:01:50.548387072
южно-сахалинск,2024,Сентябрь,2023-05-20 12:45:50.400000256
южно-сахалинск,2024,Октябрь,2023-05-20 10:27:21.580645376
южно-сахалинск,2024,Ноябрь,2023-05-20 08:21:22.133333248
южно-сахалинск,2024,Декабрь,2023-05-20 08:39:10.709677312
екатеринбург,2024,Январь,2023-05-20 07:36:33.322580480
екатеринбург,2024,Февраль,2023-05-20 09:41:53.827586304
екатеринбург,2024,Март,2023-05-20 11:57:47.419354624
екатеринбург,2024,Апрель,2023-05-20 14:18:32.299999744
екатеринбург,2024,Май,2023-05-20 16:24:08.032258048
екатеринбург,2024,Июнь,2023-05-20 17:32:28.799999744
екатеринбург,2024,Июль,2023-05-20 16:55:57.387096832
екатеринбург,2024,Август,2023-05-20 15:01:50.548387072
екатеринбург,2024,Сентябрь,2023-05-20 12:45:50.400000256
екатеринбург,2024,Октябрь,2023-05-20 10:27:21.580645376
екатеринбург,2024,Ноябрь,2023-05-20 08:21:22.133333248
екатеринбург,2024,Декабрь,2023-05-20 07:12:17.129032192
смоленск,2024,Январь,2023-05-20 07:59:12.258064384
смоленск,2024,Февраль,2023-05-20 09:41:53.827586304
смоленск,2024,Март,2023-05-20 11:58:22.806451968
смоленск,2024,Апрель,2023-05-20 14:18:32.299999744
смоленск,2024,Май,2023-05-20 16:24:08.032258048
смоленск,2024,Июнь,2023-05-20 17:32:28.799999744
смоленск,2024,Июль,2023-05-20 16:55:57.387096832
смоленск,2024,Август,2023-05-20 14:55:07.419354624
смоленск,2024,Сентябрь,2023-05-20 12:45:50.400000256
смоленск,2024,Октябрь,2023-05-20 10:27:21.580645376
смоленск,2024,Ноябрь,2023-05-20 08:21:22.133333248
смоленск,2024,Декабрь,2023-05-20 07:24:13.548387584
ставрополь,2024,Январь,2023-05-20 07:49:02.064515840
ставрополь,2024,Февраль,2023-05-20 09:41:53.827586304
ставрополь,2024,Март,2023-05-20 11:58:22.806451968
ставрополь,2024,Апрель,2023-05-20 13:35:18.933333504
ставрополь,2024,Май,2023-05-20 16:24:08.032258048
ставрополь,2024,Июнь,2023-05-20 17:32:28.799999744
ставрополь,2024,Июль,2023-05-20 16:55:57.387096832
ставрополь,2024,Август,2023-05-20 14:03:53.645161216
ставрополь,2024,Сентябрь,2023-05-20 12:45:50.400000256
ставрополь,2024,Октябрь,2023-05-20 10:27:21.580645376
ставрополь,2024,Ноябрь,2023-05-20 08:21:22.133333248
ставрополь,2024,Декабрь,2023-05-20 07:12:17.129032192
тамбов,2024,Январь,2023-05-20 07:49:02.064515840
тамбов,2024,Февраль,2023-05-20 09:41:53.827586304
тамбов,2024,Март,2023-05-20 11:58:22.806451968
тамбов,2024,Апрель,2023-05-20 14:18:32.299999744
тамбов,2024,Май,2023-05-20 16:24:08.032258048
тамбов,2024,Июнь,2023-05-20 17:32:28.799999744
тамбов,2024,Июль,2023-05-20 16:21:10.999999744
тамбов,2024,Август,2023-05-20 15:01:50.548387072
тамбов,2024,Сентябрь,2023-05-20 12:45:50.400000256
тамбов,2024,Октябрь,2023-05-20 10:27:21.580645376
тамбов,2024,Ноябрь,2023-05-20 08:21:22.133333248
тамбов,2024,Декабрь,2023-05-20 07:12:17.129032192
тверь,2024,Январь,2023-05-20 07:49:02.064515840
тверь,2024,Февраль,2023-05-20 09:41:53.827586304
тверь,2024,Март,2023-05-20 11:58:22.806451968
тверь,2024,Апрель,2023-05-20 14:18:32.299999744
тверь,2024,Май,2023-05-20 16:24:08.032258048
тверь,2024,Июнь,2023-05-20 17:32:28.799999744
тверь,2024,Июль,2023-05-20 16:55:57.387096832
тверь,2024,Август,2023-05-20 15:09:53.612903424
тверь,2024,Сентябрь,2023-05-20 12:45:50.400000256
тверь,2024,Октябрь,2023-05-20 10:27:21.580645376
тверь,2024,Ноябрь,2023-05-20 08:10:51.400000256
тверь,2024,Декабрь,2023-05-20 07:12:17.129032192
томск,2024,Январь,2023-05-20 07:49:02.064515840
томск,2024,Февраль,2023-05-20 09:41:53.827586304
томск,2024,Март,2023-05-20 11:58:22.806451968
томск,2024,Апрель,2023-05-20 14:18:32.299999744
томск,2024,Май,2023-05-20 16:24:08.032258048
томск,2024,Июнь,2023-05-20 17:43:54.800000256
томск,2024,Июль,2023-05-20 16:55:57.387096832
томск,2024,Август,2023-05-20 15:01:50.548387072
томск,2024,Сентябрь,2023-05-20 12:45:50.400000256
томск,2024,Октябрь,2023-05-20 10:25:06.967741952
томск,2024,Ноябрь,2023-05-20 08:21:22.133333248
томск,2024,Декабрь,2023-05-20 07:02:37.225806336
тула,2024,Январь,2023-05-20 07:49:02.064515840
тула,2024,Февраль,2023-05-20 09:50:13.793103104
тула,2024,Март,2023-05-20 11:58:22.806451968
тула,2024,Апрель,2023-05-20 14:10:46.533333504
тула,2024,Май,2023-05-20 16:24:08.032258048
тула,2024,Июнь,2023-05-20 17:32:28.799999744
тула,2024,Июль,2023-05-20 16:55:57.387096832
тула,2024,Август,2023-05-20 15:01:50.548387072
тула,2024,Сентябрь,2023-05-20 12:45:50.400000256
тула,2024,Октябрь,2023-05-20 10:27:21.580645376
тула,2024,Ноябрь,2023-05-20 08:21:22.133333248
тула,2024,Декабрь,2023-05-20 07:12:17.129032192
тюмень,2024,Январь,2023-05-20 07:49:02.064515840
тюмень,2024,Февраль,2023-05-20 09:41:53.827586304
тюмень,2024,Март,2023-05-20 11:58:22.806451968
тюмень,2024,Апрель,2023-05-20 14:18:32.299999744
тюмень,2024,Май,2023-05-20 16:24:08.032258048
тюмень,2024,Июнь,2023-05-20 17:32:28.799999744
тюмень,2024,Июль,2023-05-20 17:15:03.193548544
тюмень,2024,Август,2023-05-20 15:01:50.548387072
тюмень,2024,Сентябрь,2023-05-20 12:45:50.400000256
тюмень,2024,Октябрь,2023-05-20 10:27:21.580645376
тюмень,2024,Ноябрь,2023-05-20 08:21:22.133333248
тюмень,2024,Декабрь,2023-05-20 07:12:17.129032192
ижевск,2024,Январь,2023-05-20 07:49:02.064515840
ижевск,2024,Февраль,2023-05-20 09:41:53.827586304
ижевск,2024,Март,2023-05-20 11:58:22.806451968
ижевск,2024,Апрель,2023-05-20 14:18:32.299999744
ижевск,2024,Май,2023-05-20 16:24:08.032258048
ижевск,2024,Июнь,2023-05-20 17:32:28.799999744
ижевск,2024,Июль,2023-05-20 16:55:57.387096832
ижевск,2024,Август,2023-05-20 15:01:50.548387072
ижевск,2024,Сентябрь,2023-05-20 12:45:50.400000256
ижевск,2024,Октябрь,2023-05-20 10:27:21.580645376
ижевск,2024,Ноябрь,2023-05-20 08:11:07.199999744
ижевск,2024,Декабрь,2023-05-20 07:12:17.129032192
ульяновск,2024,Январь,2023-05-20 07:49:02.064515840
ульяновск,2024,Февраль,2023-05-20 09:41:53.827586304
ульяновск,2024,Март,2023-05-20 11:58:22.806451968
ульяновск,2024,Апрель,2023-05-20 14:18:32.299999744
ульяновск,2024,Май,2023-05-20 16:24:08.032258048
ульяновск,2024,Июнь,2023-05-20 17:32:28.799999744
ульяновск,2024,Июль,2023-05-20 16:55:57.387096832
ульяновск,2024,Август,2023-05-20 15:01:50.548387072
ульяновск,2024,Сентябрь,2023-05-20 12:45:50.400000256
ульяновск,2024,Октябрь,2023-05-20 10:32:37.548386816
ульяновск,2024,Ноябрь,2023-05-20 08:21:22.133333248
ульяновск,2024,Декабрь,2023-05-20 07:12:17.129032192
хабаровск,2024,Январь,2023-05-20 07:49:02.064515840
хабаровск,2024,Февраль,2023-05-20 10:15:02.655172352
хабаровск,2024,Март,2023-05-20 11:58:22.806451968
хабаровск,2024,Апрель,2023-05-20 14:18:32.299999744
хабаровск,2024,Май,2023-05-20 16:24:08.032258048
хабаровск,2024,Июнь,2023-05-20 17:32:28.799999744
хабаровск,2024,Июль,2023-05-20 16:55:57.387096832
хабаровск,2024,Август,2023-05-20 15:01:50.548387072
хабаровск,2024,Сентябрь,2023-05-20 12:45:50.400000256
хабаровск,2024,Октябрь,2023-05-20 10:27:21.580645376
хабаровск,2024,Ноябрь,2023-05-20 08:21:22.133333248
хабаровск,2024,Декабрь,2023-05-20 07:12:17.129032192
ханты-мансийск,2024,Январь,2023-05-20 07:49:02.064515840
ханты-мансийск,2024,Февраль,2023-05-20 09:06:57.862068992
ханты-мансийск,2024,Март,2023-05-20 11:58:22.806451968
ханты-мансийск,2024,Апрель,2023-05-20 14:18:32.299999744
ханты-мансийск,2024,Май,2023-05-20 16:24:08.032258048
ханты-мансийск,2024,Июнь,2023-05-20 19:14:42.733333504
ханты-мансийск,2024,Июль,2023-05-20 16:55:57.387096832
ханты-мансийск,2024,Август,2023-05-20 15:01:50.548387072
ханты-мансийск,2024,Сентябрь,2023-05-20 12:45:50.400000256
ханты-мансийск,2024,Октябрь,2023-05-20 10:04:55.032258048
ханты-мансийск,2024,Ноябрь,2023-05-20 08:21:22.133333248
ханты-мансийск,2024,Декабрь,2023-05-20 07:12:17.129032192
челябинск,2024,Январь,2023-05-20 07:49:02.064515840
челябинск,2024,Февраль,2023-05-20 09:41:53.827586304
челябинск,2024,Март,2023-05-20 11:58:22.806451968
челябинск,2024,Апрель,2023-05-20 14:18:32.299999744
челябинск,2024,Май,2023-05-20 16:24:08.032258048
челябинск,2024,Июнь,2023-05-20 17:32:28.799999744
челябинск,2024,Июль,2023-05-20 16:55:57.387096832
челябинск,2024,Август,2023-05-20 15:01:50.548387072
челябинск,2024,Сентябрь,2023-05-20 12:45:50.400000256
челябинск,2024,Октябрь,2023-05-20 10:27:21.580645376
челябинск,2024,Ноябрь,2023-05-20 08:21:22.133333248
челябинск,2024,Декабрь,2023-05-20 07:12:17.129032192
грозный,2024,Январь,2023-05-20 07:49:02.064515840
грозный,2024,Февраль,2023-05-20 09:41:53.827586304
грозный,2024,Март,2023-05-20 11:58:22.806451968
грозный,2024,Апрель,2023-05-20 14:18:32.299999744
грозный,2024,Май,2023-05-20 16:24:08.032258048
грозный,2024,Июнь,2023-05-20 17:32:28.799999744
грозный,2024,Июль,2023-05-20 15:03:58.419355136
грозный,2024,Август,2023-05-20 15:01:50.548387072
грозный,2024,Сентябрь,2023-05-20 12:45:50.400000256
грозный,2024,Октябрь,2023-05-20 10:27:21.580645376
грозный,2024,Ноябрь,2023-05-20 08:21:22.133333248
грозный,2024,Декабрь,2023-05-20 07:12:17.129032192
чебоксары,2024,Январь,2023-05-20 07:49:02.064515840
чебоксары,2024,Февраль,2023-05-20 09:41:53.827586304
чебоксары,2024,Март,2023-05-20 11:58:22.806451968
чебоксары,2024,Апрель,2023-05-20 14:18:32.299999744
чебоксары,2024,Май,2023-05-20 16:24:08.032258048
чебоксары,2024,Июнь,2023-05-20 17:32:28.799999744
чебоксары,2024,Июль,2023-05-20 16:55:57.387096832
чебоксары,2024,Август,2023-05-20 15:01:50.548387072
чебоксары,2024,Сентябрь,2023-05-20 12:45:50.400000256
чебоксары,2024,Октябрь,2023-05-20 10:27:21.580645376
чебоксары,2024,Ноябрь,2023-05-20 08:21:22.133333248
чебоксары,2024,Декабрь,2023-05-20 07:12:17.129032192
салехард,2024,Январь,2023-05-20 07:49:02.064515840
салехард,2024,Февраль,2023-05-20 09:41:53.827586304
салехард,2024,Март,2023-05-20 11:58:22.806451968
салехард,2024,Апрель,2023-05-20 15:40:49.066666752
салехард,2024,Май,2023-05-20 19:55:08.129031936
салехард,2024,Июнь,2023-05-20 17:32:28.799999744
салехард,2024,Июль,2023-05-20 16:55:57.387096832
салехард,2024,Август,2023-05-20 15:01:50.548387072
салехард,2024,Сентябрь,2023-05-20 12:45:50.400000256
салехард,2024,Октябрь,2023-05-20 10:27:21.580645376
салехард,2024,Ноябрь,2023-05-20 08:21:22.133333248
салехард,2024,Декабрь,2023-05-20 07:12:17.129032192
ярославль,2024,Январь,2023-05-20 07:49:02.064515840
ярославль,2024,Февраль,2023-05-20 09:41:53.827586304
ярославль,2024,Март,2023-05-20 11:58:22.806451968
ярославль,2024,Апрель,2023-05-20 14:18:32.299999744
ярославль,2024,Май,2023-05-20 16:24:08.032258048
ярославль,2024,Июнь,2023-05-20 17:32:28.799999744
ярославль,2024,Июль,2023-05-20 16:55:57.387096832
ярославль,2024,Август,2023-05-20 15:01:50.548387072
ярославль,2024,Сентябрь,2023-05-20 12:45:50.400000256
ярославль,2024,Октябрь,2023-05-20 10:27:21.580645376
ярославль,2024,Ноябрь,2023-05-20 08:21:22.133333248
ярославль,2024,Декабрь,2023-05-20 07:12:17.129032192
симферополь,2024,Январь,2023-05-20 07:49:02.064515840
симферополь,2024,Февраль,2023-05-20 09:41:53.827586304
симферополь,2024,Март,2023-05-20 11:58:22.806451968
симферополь,2024,Апрель,2023-05-20 14:18:32.299999744
симферополь,2024,Май,2023-05-20 14:55:44.096773888
симферополь,2024,Июнь,2023-05-20 15:36:38.133333760
симферополь,2024,Июль,2023-05-20 16:55:57.387096832
симферополь,2024,Август,2023-05-20 15:01:50.548387072
симферополь,2024,Сентябрь,2023-05-20 12:32:51.366666496
симферополь,2024,Октябрь,2023-05-20 10:27:21.580645376
симферополь,2024,Ноябрь,2023-05-20 08:21:22.133333248
симферополь,2024,Декабрь,2023-05-20 07:12:17.129032192
магас,2024,Январь,2023-05-20 09:26:51.096773888
магас,2024,Февраль,2023-05-20 09:41:53.827586304
магас,2024,Март,2023-05-20 11:58:22.806451968
магас,2024,Апрель,2023-05-20 13:29:43.733333248
магас,2024,Май,2023-05-20 16:24:08.032258048
магас,2024,Июнь,2023-05-20 17:32:28.799999744
магас,2024,Июль,2023-05-20 16:55:57.387096832
магас,2024,Август,2023-05-20 15:01:50.548387072
магас,2024,Сентябрь,2023-05-20 12:45:50.400000256
магас,2024,Октябрь,2023-05-20 10:27:21.580645376
магас,2024,Ноябрь,2023-05-20 08:21:22.133333248
магас,2024,Декабрь,2023-05-20 07:12:17.129032192
анадырь,2024,Январь,2023-05-20 07:49:02.064515840
анадырь,2024,Февраль,2023-05-20 09:41:53.827586304
анадырь,2024,Март,2023-05-20 11:58:22.806451968
анадырь,2024,Апрель,2023-05-20 15:19:36.666666752
анадырь,2024,Май,2023-05-20 16:24:08.032258048
анадырь,2024,Июнь,2023-05-20 17:32:28.799999744
анадырь,2024,Июль,2023-05-20 16:55:57.387096832
анадырь,2024,Август,2023-05-20 15:01:50.548387072
анадырь,2024,Сентябрь,2023-05-20 12:45:50.400000256
анадырь,2024,Октябрь,2023-05-20 10:27:21.580645376
анадырь,2024,Ноябрь,2023-05-20 08:21:22.133333248
анадырь,2024,Декабрь,2023-05-20 07:12:17.129032192
